1607368554.0269196	-119747.0
1607368554.0727255	-119793.0
1607368554.1655643	-119968.0
1607368554.2597625	-120577.0
1607368554.3539605	-120776.0
1607368554.4481616	-120775.0
1607368554.5423894	-120769.0
1607368554.6365573	-120795.0
1607368554.7307715	-120765.0
1607368554.824996	-120751.0
1607368554.92034	-120767.0
1607368555.0142763	-120748.0
1607368555.1082485	-120787.0
1607368555.2027142	-120768.0
1607368555.2968576	-120727.0
1607368555.3910336	-120709.0
1607368555.48525	-120723.0
1607368555.579445	-120726.0
1607368555.6736884	-120714.0
1607368555.767879	-120685.0
1607368555.862067	-120679.0
1607368555.95625	-120688.0
1607368556.0504622	-120694.0
1607368556.144687	-120690.0
1607368556.2388787	-120725.0
1607368556.3331301	-120728.0
1607368556.4272857	-120725.0
1607368556.521495	-120750.0
1607368556.6156785	-120713.0
1607368556.7098954	-120690.0
1607368556.8040912	-120709.0
1607368556.8982801	-120687.0
1607368556.9925926	-120672.0
1607368557.0866942	-120697.0
1607368557.1808999	-120719.0
1607368557.2751076	-120752.0
1607368557.369107	-120773.0
1607368557.4633508	-120757.0
1607368557.5575254	-120721.0
1607368557.6517205	-120672.0
1607368557.7458475	-120705.0
1607368557.8399894	-120710.0
1607368557.9341733	-120682.0
1607368558.0283442	-120738.0
1607368558.1225986	-120732.0
1607368558.2166998	-120749.0
1607368558.3108761	-120757.0
1607368558.4051185	-120748.0
1607368558.499229	-120735.0
1607368558.593434	-120741.0
1607368558.68754	-120789.0
1607368558.781733	-120748.0
1607368558.875935	-120718.0
1607368558.9700587	-120732.0
1607368559.0642586	-120680.0
1607368559.1584508	-120694.0
1607368559.2526364	-120716.0
1607368559.3467803	-120761.0
1607368559.4409158	-120723.0
1607368559.5351157	-120698.0
1607368559.629306	-120729.0
1607368559.723393	-120741.0
1607368559.8176339	-120773.0
1607368559.9117367	-120725.0
1607368560.0059574	-120697.0
1607368560.10015	-120727.0
1607368560.191282	-120747.0
1607368560.2854688	-120743.0
1607368560.3796911	-120739.0
1607368560.473922	-120728.0
1607368560.5680835	-120672.0
1607368560.6623414	-120692.0
1607368560.7564392	-120708.0
1607368560.8507009	-120708.0
1607368560.944914	-120710.0
1607368561.0390954	-120705.0
1607368561.1331615	-120733.0
1607368561.2275202	-120744.0
1607368561.3217092	-120694.0
1607368561.415915	-120725.0
1607368561.5101223	-120697.0
1607368561.6043108	-120611.0
1607368561.69852	-120602.0
1607368561.7927623	-120641.0
1607368561.8869193	-120690.0
1607368561.9811223	-120713.0
1607368562.075327	-120650.0
1607368562.1695368	-120632.0
1607368562.2637725	-120692.0
1607368562.357988	-120663.0
1607368562.45223	-120637.0
1607368562.546445	-120696.0
1607368562.6406364	-120686.0
1607368562.7348416	-120623.0
1607368562.8290274	-120659.0
1607368562.923227	-120640.0
1607368563.0174565	-120617.0
1607368563.111654	-120638.0
1607368563.2058465	-120616.0
1607368563.300058	-120640.0
1607368563.393809	-120686.0
1607368563.4882498	-120660.0
1607368563.5824564	-120610.0
1607368563.6766186	-120597.0
1607368563.7707305	-120624.0
1607368563.8649278	-120658.0
1607368563.9591358	-120660.0
1607368564.0533242	-120603.0
1607368564.147467	-120587.0
1607368564.2415795	-120624.0
1607368564.3357773	-120592.0
1607368564.4299908	-120560.0
1607368564.524106	-120639.0
1607368564.6181433	-120650.0
1607368564.7124686	-120632.0
1607368564.8065736	-120615.0
1607368564.90083	-120623.0
1607368564.9949806	-120581.0
1607368565.0891395	-120578.0
